SystemTime,interbeat_interval
2025-03-17 16:26:16.323499095,"919,921875"
2025-03-17 16:26:17.324489205,"893,5546875"
2025-03-17 16:26:18.325479164,"946,2890625"
2025-03-17 16:26:19.326469241,"1375,9765625"
2025-03-17 16:26:20.327459078,"1228,515625"
2025-03-17 16:26:22.328944316,"1041,9921875"
2025-03-17 16:26:23.329934459,"985,3515625"
2025-03-17 16:26:24.330923949,"958,0078125"
2025-03-17 16:26:25.331914355,"958,984375"
2025-03-17 16:26:26.333399157,"1009,765625"
2025-03-17 16:26:27.333894239,"992,1875"
2025-03-17 16:26:28.334883875,"1010,7421875"
2025-03-17 16:26:29.335874089,"985,3515625"
2025-03-17 16:26:30.336864361,"950,1953125"
2025-03-17 16:26:31.337854190,"977,5390625"
2025-03-17 16:26:32.338844168,1000
2025-03-17 16:26:33.339834003,"1078,125"
2025-03-17 16:26:34.340824417,"1036,1328125"
2025-03-17 16:26:35.341814138,"1119,140625"
2025-03-17 16:26:36.342804207,"1140,625"
2025-03-17 16:26:37.343793986,"990,234375"
2025-03-17 16:26:38.344784366,"925,78125"
2025-03-17 16:26:39.345774083,"950,1953125"
2025-03-17 16:26:40.346764846,"963,8671875"
2025-03-17 16:26:41.347755400,"1013,671875"
2025-03-17 16:26:42.348751607,
2025-03-17 16:26:43.349734687,"1047,8515625"
2025-03-17 16:26:43.349734762,"1106,4453125"
2025-03-17 16:26:44.350724355,"1061,5234375"
2025-03-17 16:26:45.351713731,"988,28125"
2025-03-17 16:26:46.352703731,"910,15625"
2025-03-17 16:26:47.353751081,"926,7578125"
2025-03-17 16:26:48.354871926,
2025-03-17 16:26:49.356357547,"1050,78125"
2025-03-17 16:26:50.356664272,"1039,0625"
2025-03-17 16:26:50.356664444,"1106,4453125"
2025-03-17 16:26:52.358644899,"1053,7109375"
2025-03-17 16:26:52.358645266,"930,6640625"
2025-03-17 16:26:53.359634049,"877,9296875"
2025-03-17 16:26:54.360624341,"884,765625"
2025-03-17 16:26:55.361614030,"857,421875"
2025-03-17 16:26:56.362603993,875
2025-03-17 16:26:57.363594285,"867,1875"
2025-03-17 16:26:57.364584489,"877,9296875"
2025-03-17 16:26:58.365574399,"863,28125"
2025-03-17 16:27:00.367554450,"962,890625"
2025-03-17 16:27:00.367555026,"1145,5078125"
2025-03-17 16:27:01.368544661,"1050,78125"
2025-03-17 16:27:01.368544793,"958,0078125"
2025-03-17 16:27:02.369534498,"910,15625"
2025-03-17 16:27:03.370524518,"883,7890625"
2025-03-17 16:27:04.371513921,"890,625"
2025-03-17 16:27:05.372504456,"915,0390625"
2025-03-17 16:27:06.373494848,"959,9609375"
2025-03-17 16:27:07.374484674,"1035,15625"
2025-03-17 16:27:08.375474344,"1010,7421875"
2025-03-17 16:27:09.376464440,"1009,765625"
2025-03-17 16:27:10.377454595,"915,0390625"
2025-03-17 16:27:12.378939550,"913,0859375"
2025-03-17 16:27:13.379929786,
2025-03-17 16:27:14.380919296,"955,078125"
2025-03-17 16:27:15.381909179,"1334,9609375"
2025-03-17 16:27:15.381909272,"1099,609375"
2025-03-17 16:27:16.382899342,"1007,8125"
2025-03-17 16:27:17.383889324,
2025-03-17 16:27:18.384879392,"893,5546875"
2025-03-17 16:27:19.385869663,"929,6875"
2025-03-17 16:27:20.386859222,"1383,7890625"
2025-03-17 16:27:21.387849220,"1152,34375"
2025-03-17 16:27:22.388839505,"985,3515625"
2025-03-17 16:27:23.389829464,"859,375"
2025-03-17 16:27:24.390819597,
2025-03-17 16:27:25.391809216,"812,5"
2025-03-17 16:27:26.392799529,"1510,7421875"
2025-03-17 16:27:27.393789485,"1464,84375"
2025-03-17 16:27:28.394779673,"1307,6171875"
2025-03-17 16:27:29.395769189,"1151,3671875"
2025-03-17 16:27:30.396759275,"1029,296875"
2025-03-17 16:27:31.397749729,"951,171875"
2025-03-17 16:27:32.398739648,"901,3671875"
2025-03-17 16:27:33.399729638,
2025-03-17 16:27:34.400719532,"972,65625"
2025-03-17 16:27:35.401709663,"1492,1875"
2025-03-17 16:27:36.402699132,"1360,3515625"
2025-03-17 16:27:36.402699215,"1050,78125"
2025-03-17 16:27:37.403689560,
2025-03-17 16:27:38.404679667,"844,7265625"
2025-03-17 16:27:40.406659666,"861,328125"
2025-03-17 16:27:40.406660204,"1432,6171875"
2025-03-17 16:27:42.408639404,"1223,6328125"
2025-03-17 16:27:42.408639764,"1200,1953125"
2025-03-17 16:27:43.409629371,
2025-03-17 16:27:44.410619165,"1039,0625"
2025-03-17 16:27:45.411609596,"1046,875"
2025-03-17 16:27:46.412599715,"1348,6328125"
2025-03-17 16:27:47.413589671,"1076,171875"
2025-03-17 16:27:47.414579666,"1038,0859375"
2025-03-17 16:27:48.415569708,"1032,2265625"
2025-03-17 16:27:49.416559355,"1025,390625"
2025-03-17 16:27:50.417549414,"985,3515625"
2025-03-17 16:27:51.418539744,"936,5234375"
2025-03-17 16:27:52.419529757,"956,0546875"
2025-03-17 16:27:53.420519467,"910,15625"
2025-03-17 16:27:54.421510378,"878,90625"
2025-03-17 16:27:55.422499712,"940,4296875"
2025-03-17 16:27:56.423489631,"1417,96875"
